 ,Area,Mean,Min,Max,Perim.
1,1371.967,255,255,255,145.835
2,9.035,255,255,255,11.912
3,162.623,255,255,255,48.314
4,818.276,255,255,255,110.764
5,3.872,255,255,255,7.758
6,2.581,255,255,255,4.820
7,134.228,255,255,255,42.277
8,20.650,255,255,255,16.732
9,3.872,255,255,255,6.427
10,1645.586,255,255,255,155.589
11,606.608,255,255,255,91.370
12,149.716,255,255,255,46.707
13,1235.157,255,255,255,132.316
14,3.872,255,255,255,6.427
15,234.899,255,255,255,58.068
16,1.291,255,255,255,3.213
17,1.291,255,255,255,3.213
18,90.346,255,255,255,34.244
19,544.657,255,255,255,87.491
20,403.975,255,255,255,75.855
21,2045.689,255,255,255,172.596
22,917.656,255,255,255,113.587
23,25.813,255,255,255,19.004
24,1290.656,255,255,255,133.923
25,2783.944,255,255,255,199.196
26,3.872,255,255,255,7.758
27,5.163,255,255,255,6.427
28,758.906,255,255,255,103.948
29,1224.832,255,255,255,131.375
30,262.003,255,255,255,61.281
31,138.100,255,255,255,42.942
32,1.291,255,255,255,3.213
33,1597.832,255,255,255,149.438
34,2.581,255,255,255,4.820
35,1170.625,255,255,255,129.768
36,40.010,255,255,255,23.824
37,3.872,255,255,255,6.427
38,2.581,255,255,255,4.820
39,1.291,255,255,255,3.213
40,2.581,255,255,255,4.820
41,2.581,255,255,255,4.820
42,496.902,255,255,255,82.671
43,11.616,255,255,255,11.912
44,14.197,255,255,255,13.519
45,2422.561,255,255,255,191.049
46,114.868,255,255,255,39.064
47,4117.192,255,255,255,247.510
48,593.702,255,255,255,91.921
49,2421.270,255,255,255,187.950
50,2.581,255,255,255,4.820
51,214.249,255,255,255,54.854
52,233.609,255,255,255,56.461
53,280.072,255,255,255,61.671
54,6.453,255,255,255,8.033
55,3.872,255,255,255,6.427
56,2207.021,255,255,255,180.078
57,5.163,255,255,255,8.699
58,1.291,255,255,255,3.213
59,80.021,255,255,255,33.464
60,1.291,255,255,255,3.213
61,1787.558,255,255,255,165.618
62,94.218,255,255,255,34.795
63,2914.300,255,255,255,203.351
64,78.730,255,255,255,32.247
65,1.291,255,255,255,3.213
66,116.159,255,255,255,42.552
67,87.765,255,255,255,34.244
68,1.291,255,255,255,3.213
69,1.291,255,255,255,3.213
70,99.380,255,255,255,38.008
71,1.291,255,255,255,3.213
72,427.207,255,255,255,75.855
73,1.291,255,255,255,3.213
74,509.809,255,255,255,85.495
75,880.227,255,255,255,112.922
76,2.581,255,255,255,4.820
77,193.598,255,255,255,52.192
78,1122.870,255,255,255,125.775
79,579.504,255,255,255,88.043
80,1.291,255,255,255,3.213
81,2.581,255,255,255,4.820
82,1253.227,255,255,255,133.257
83,171.657,255,255,255,47.762
84,1.291,255,255,255,3.213
85,42.592,255,255,255,25.155
86,2.581,255,255,255,4.820
87,352.349,255,255,255,71.586
88,158.751,255,255,255,46.821
89,2139.907,255,255,255,172.435
90,481.415,255,255,255,82.006
91,1.291,255,255,255,3.213
92,2359.319,255,255,255,182.740
93,2.581,255,255,255,5.485
94,685.338,255,255,255,97.521
95,1495.870,255,255,255,146.110
96,1.291,255,255,255,3.213
97,1164.171,255,255,255,129.492
98,1.291,255,255,255,3.213
99,104.543,255,255,255,39.064
100,3.872,255,255,255,7.092
101,1.291,255,255,255,3.213
102,766.649,255,255,255,107.826
103,2.581,255,255,255,5.485
104,1.291,255,255,255,3.213
105,184.564,255,255,255,49.920
106,1902.426,255,255,255,165.504
107,1.291,255,255,255,3.213
108,2471.606,255,255,255,185.678
109,1.291,255,255,255,3.213
110,24.522,255,255,255,18.063
111,200.052,255,255,255,52.307
112,246.515,255,255,255,59.284
113,504.646,255,255,255,83.612
114,2.581,255,255,255,4.820
115,3.872,255,255,255,7.092
116,903.459,255,255,255,113.312
117,2861.384,255,255,255,207.115
118,3.872,255,255,255,6.427
119,169.076,255,255,255,48.038
120,2768.456,255,255,255,202.410
121,117.450,255,255,255,40.005
122,485.287,255,255,255,82.947
123,1857.253,255,255,255,162.405
124,294.269,255,255,255,63.277
125,198.761,255,255,255,52.582
126,149.716,255,255,255,44.159
127,16.779,255,255,255,15.791
128,2898.813,255,255,255,204.016
129,2800.723,255,255,255,197.865
130,1094.476,255,255,255,124.283
131,28.394,255,255,255,19.004
132,814.404,255,255,255,107.437
133,917.656,255,255,255,114.529
134,1.291,255,255,255,3.213
135,1644.295,255,255,255,152.375
136,899.587,255,255,255,115.194
137,2.581,255,255,255,4.820
138,895.715,255,255,255,110.650
139,1637.842,255,255,255,155.199
140,2929.788,255,255,255,204.292
141,721.477,255,255,255,103.006
142,942.179,255,255,255,114.253
143,886.680,255,255,255,110.650
144,110.996,255,255,255,39.339
145,100.671,255,255,255,36.791
146,678.885,255,255,255,96.741
147,307.176,255,255,255,65.160
148,474.961,255,255,255,82.281
149,1036.396,255,255,255,119.738
150,1.291,255,255,255,3.213
151,49.045,255,255,255,25.155
152,1.291,255,255,255,3.213
153,181.982,255,255,255,50.034
154,258.131,255,255,255,60.064
155,2.581,255,255,255,4.820
156,1406.815,255,255,255,143.287
157,1.291,255,255,255,3.213
158,7.744,255,255,255,9.640
159,535.622,255,255,255,86.160
160,4488.900,255,255,255,256.209
161,927.981,255,255,255,114.253
162,938.307,255,255,255,115.194
163,2.581,255,255,255,4.820
164,194.889,255,255,255,51.641
165,551.110,255,255,255,87.767
166,1757.873,255,255,255,157.861
167,1.291,255,255,255,3.213
168,2016.004,255,255,255,166.949
169,384.615,255,255,255,72.917
170,1569.437,255,255,255,148.772
171,180.692,255,255,255,48.703
172,584.667,255,255,255,93.642
173,4086.216,255,255,255,238.650
174,11.616,255,255,255,12.853
175,16.779,255,255,255,15.791
176,15.488,255,255,255,14.460
177,6.453,255,255,255,8.699
178,2.581,255,255,255,5.485
179,1.291,255,255,255,3.213
180,3.872,255,255,255,7.758
181,2449.664,255,255,255,186.895
182,842.798,255,255,255,108.378
183,2733.609,255,255,255,196.810
184,1.291,255,255,255,3.213
185,1.291,255,255,255,3.213
186,2.581,255,255,255,5.485
187,1.291,255,255,255,3.213
188,1761.745,255,255,255,158.802
189,912.494,255,255,255,116.525
190,29.685,255,255,255,21.552
191,241.353,255,255,255,56.851
192,1.291,255,255,255,3.213
193,2830.408,255,255,255,201.744
194,2.581,255,255,255,4.820
195,1.291,255,255,255,3.213
196,78.730,255,255,255,32.637
197,2165.720,255,255,255,181.019
198,233.609,255,255,255,58.619
199,1360.351,255,255,255,138.467
200,21.941,255,255,255,16.732
201,78.730,255,255,255,33.188
202,1.291,255,255,255,3.213
203,1.291,255,255,255,3.213
204,1.291,255,255,255,3.213
205,2.581,255,255,255,5.485
206,3104.027,255,255,255,215.539
207,140.681,255,255,255,44.549
208,127.775,255,255,255,43.218
209,1.291,255,255,255,3.213
210,1201.600,255,255,255,129.103
211,1304.853,255,255,255,140.739
212,3.872,255,255,255,6.427
213,3313.113,255,255,255,226.624
214,575.632,255,255,255,89.763
215,2.581,255,255,255,4.820
216,913.784,255,255,255,113.312
217,209.086,255,255,255,54.189
218,1.291,255,255,255,3.213
219,1153.846,255,255,255,127.496
220,28.394,255,255,255,19.280
221,5.163,255,255,255,6.427
222,271.038,255,255,255,62.336
223,1.291,255,255,255,3.213
224,140.681,255,255,255,43.883
225,3.872,255,255,255,6.427
226,1302.272,255,255,255,137.136
227,1144.812,255,255,255,126.165
228,1641.714,255,255,255,152.375
229,3.872,255,255,255,6.427
230,3899.071,255,255,255,237.594
231,2685.854,255,255,255,197.865
232,2.581,255,255,255,4.820
233,96.799,255,255,255,35.460
234,2.581,255,255,255,5.485
235,64.533,255,255,255,29.034
236,1.291,255,255,255,3.213
237,1.291,255,255,255,3.213
238,2.581,255,255,255,4.820
239,136.809,255,255,255,41.611
240,987.352,255,255,255,117.191
241,1.291,255,255,255,3.213
242,5.163,255,255,255,8.033
243,1.291,255,255,255,3.213
244,1.291,255,255,255,3.213
245,1397.780,255,255,255,141.956
246,1218.379,255,255,255,131.099
247,255.550,255,255,255,61.557
248,135.519,255,255,255,43.218
249,229.737,255,255,255,59.009
250,143.263,255,255,255,44.549
251,193.598,255,255,255,53.523
252,125.194,255,255,255,42.277
253,126.484,255,255,255,42.552
254,2.581,255,255,255,5.485
255,1.291,255,255,255,3.213
256,1602.994,255,255,255,150.103
257,59.370,255,255,255,28.093
258,1.291,255,255,255,3.213
259,127.775,255,255,255,41.336
260,1587.506,255,255,255,155.864
261,86.474,255,255,255,34.795
262,1373.258,255,255,255,138.857
